row_id,tweet_id,text,raw_content,date,post_type,language,like_count,retweet_count,reply_count,retweeted_tweet,quoted_tweet,in_reply_to_screen_name,hashtags,mentioned_users,user,user_id,url,dataset_split,sampled_at
140,1801039504737755367,"@GovLarryHogan @BoydKRutherford Hogan's vetoed bills is very MAGA very Trumpian

https://t.co/LRCqmSebJm","@GovLarryHogan @BoydKRutherford Hogan's vetoed bills is very MAGA very Trumpian

https://t.co/LRCqmSebJm",2024-06-12,reply,en,0,0,0,False,False,GovLarryHogan,[],[],"""{'id': 2384170459, 'id_str': '2384170459', 'url': 'https://twitter.com/Alex Ph.D.', 'username': 'Alex Ph.D.', 'rawDescription': 'Golfer, Traveler, Father, Astronomer, Adjunct Professor, Former NASA Engineer, Island Lover.  Registered Independent voter since 1994. Trump should be in Prison', 'created': datetime.datetime(2014, 3, 11, 20, 21, 45, tzinfo=datetime.timezone.utc), 'followersCount': 795, 'friendsCount': 449, 'statusesCount': 35386, 'favouritesCount': 9333, 'listedCount': 32, 'mediaCount': 2599, 'location': 'United States', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/948993977465876481/kCWAgw3r_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/AlexPhD1/status/1801039504737755367,,2026-02-15 17:25:41.192625
141,1801039305193730200,@nypost Nothing says being a sociopath like leaking family secrets while your father is fighting cancer!,@nypost Nothing says being a sociopath like leaking family secrets while your father is fighting cancer!,2024-06-12,reply,en,2,0,0,False,False,nypost,[],[],"""{'id': 1029096279685648385, 'id_str': '1029096279685648385', 'url': 'https://twitter.com/Ultra MAGA Joyce Day', 'username': 'Ultra MAGA Joyce Day', 'rawDescription': 'America Belongs to God! Voting for the man who took a bullet for democracy! Quoted by Newsmax and Gateway Pundit! Author of Refining Fire.', 'created': datetime.datetime(2018, 8, 13, 20, 4, 7, tzinfo=datetime.timezone.utc), 'followersCount': 142315, 'friendsCount': 58457, 'statusesCount': 341281, 'favouritesCount': 611595, 'listedCount': 130, 'mediaCount': 33294, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1643714519003217922/7RqzmY31_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/Daytobehappy/status/1801039305193730200,,2026-02-15 17:25:41.192625
142,1801040543264256084,@BuzzPatterson No true lifelong republicans would ever vote for Biden &amp; Harris…..,@BuzzPatterson No true lifelong republicans would ever vote for Biden &amp; Harris…..,2024-06-12,reply,en,0,0,0,False,False,BuzzPatterson,[],[],"""{'id': 34602181, 'id_str': '34602181', 'url': 'https://twitter.com/Orisleuth', 'username': 'Orisleuth', 'rawDescription': '', 'created': datetime.datetime(2009, 4, 23, 12, 48, 23, tzinfo=datetime.timezone.utc), 'followersCount': 127, 'friendsCount': 327, 'statusesCount': 2043, 'favouritesCount': 7975, 'listedCount': 0, 'mediaCount': 44, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/554415622134960128/PhhNphIF_normal.jpeg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/orisleuth/status/1801040543264256084,,2026-02-15 17:25:41.192625
143,1801039523188515037,The “establishment” who’s interests Biden is safeguarding: https://t.co/noo64CgS5R,The “establishment” who’s interests Biden is safeguarding: https://t.co/noo64CgS5R,2024-06-12,reply,en,0,0,0,False,True,,[],[],"""{'id': 341708592, 'id_str': '341708592', 'url': 'https://twitter.com/Mbas Liech \ud83d\udc18', 'username': 'Mbas Liech \ud83d\udc18', 'rawDescription': 'Chieth Oluar E Odheru |\ud83c\uddf0\ud83c\uddea \ud83c\uddfa\ud83c\uddf8 | A Father First \ud83d\udc68\ud83c\udffe\\u200d\ud83c\udf7c\ud83e\udef6\ud83c\udfff |', 'created': datetime.datetime(2011, 7, 24, 20, 41, 59, tzinfo=datetime.timezone.utc), 'followersCount': 1538, 'friendsCount': 374, 'statusesCount': 98069, 'favouritesCount': 22753, 'listedCount': 15, 'mediaCount': 12293, 'location': 'United States', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1692885154102931456/f3sxbC7W_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/HawkAyo/status/1801039523188515037,,2026-02-15 17:25:41.192625
144,1801039079535947960,"Reup: There has been a lot of wildly misinformed commentary abt WHY Hunter Biden's plea deal crashed, about which we learned a lot in MTD proceedings. 

This post lays it out. It WASN'T scope of immunity, tho Weiss did renege on that.

https://t.co/OKFgXBXTMt","Reup: There has been a lot of wildly misinformed commentary abt WHY Hunter Biden's plea deal crashed, about which we learned a lot in MTD proceedings. 

This post lays it out. It WASN'T scope of immunity, tho Weiss did renege on that.

https://t.co/OKFgXBXTMt",2024-06-12,reply,en,407,214,5,False,False,,[],[],"""{'id': 15985111, 'id_str': '15985111', 'url': \""https://twitter.com/emptywheel (Chock full o'Nuts)\"", 'username': \""emptywheel (Chock full o'Nuts)\"", 'rawDescription': 'Abundant tweets about civil liberties & national security*** Legendary potty mouth*** Also at @emptywheel@mastodon.social & @emptywheel.bsky.social \ud83d\uddfd\ud83c\uddea\ud83c\uddfa', 'created': datetime.datetime(2008, 8, 25, 18, 29, 6, tzinfo=datetime.timezone.utc), 'followersCount': 341736, 'friendsCount': 5662, 'statusesCount': 378909, 'favouritesCount': 305, 'listedCount': 5978, 'mediaCount': 19496, 'location': 'The original Limerick', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1773870183/image1327265832_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/emptywheel/status/1801039079535947960,,2026-02-15 17:25:41.192625
145,1801039619406053525,"#TRUMP
LETS #UNDEFUND THE #POLICE SAID #GUTFELD! GREAT ON POLICY #DONALD J #TRUMP THEE #ALPHA MALE_DEMOCRAT HELD CITIES_GOING TO HELL_HOMELESS ON THE STREETS_CANT GET AWAY_FROM THE SMELL_ELECT THE #GOP TO #CONGRESS BIG DIFFERENCE CANT YOU TELL #AMERICA 1ST #MAGA WE CAN NOT FAIL
=","#TRUMP
LETS #UNDEFUND THE #POLICE SAID #GUTFELD! GREAT ON POLICY #DONALD J #TRUMP THEE #ALPHA MALE_DEMOCRAT HELD CITIES_GOING TO HELL_HOMELESS ON THE STREETS_CANT GET AWAY_FROM THE SMELL_ELECT THE #GOP TO #CONGRESS BIG DIFFERENCE CANT YOU TELL #AMERICA 1ST #MAGA WE CAN NOT FAIL
=",2024-06-12,reply,en,0,0,1,False,True,,[],[],"""{'id': 1709958803893182464, 'id_str': '1709958803893182464', 'url': 'https://twitter.com/Gmo Winning', 'username': 'Gmo Winning', 'rawDescription': 'MAKING YOU #AWARE OF #GOOD VS EVIL', 'created': datetime.datetime(2023, 10, 5, 15, 49, 6, tzinfo=datetime.timezone.utc), 'followersCount': 916, 'friendsCount': 5049, 'statusesCount': 9211, 'favouritesCount': 21, 'listedCount': 0, 'mediaCount': 4987, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1709966401858072576/M6BR3-YN_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/Gmo_Be_WINNING/status/1801039619406053525,,2026-02-15 17:25:41.192625
146,1801041331206406377,'Fear' of 'threats of violence': Jurors in Trump's hush money trial yet to speak out: Some of the jurors in Hunter Biden's gun trial are speaking out but not the jurors from former President Trump's hush money trial. Former RNC communications director… https://t.co/DtP4RlheYj https://t.co/HIXnM0oMFi,'Fear' of 'threats of violence': Jurors in Trump's hush money trial yet to speak out: Some of the jurors in Hunter Biden's gun trial are speaking out but not the jurors from former President Trump's hush money trial. Former RNC communications director… https://t.co/DtP4RlheYj https://t.co/HIXnM0oMFi,2024-06-12,reply,en,0,0,0,False,False,,[],[],"""{'id': 1639053188316684295, 'id_str': '1639053188316684295', 'url': 'https://twitter.com/Global Voters', 'username': 'Global Voters', 'rawDescription': 'Voters are the king and they make ministers and managers.', 'created': datetime.datetime(2023, 3, 23, 23, 55, 31, tzinfo=datetime.timezone.utc), 'followersCount': 1876, 'friendsCount': 1173, 'statusesCount': 73607, 'favouritesCount': 2348, 'listedCount': 5, 'mediaCount': 68385, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1792094932456599552/-yaqVeL4_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/global_voters/status/1801041331206406377,,2026-02-15 17:25:41.192625
147,1801039675819241604,"@SenWhitehouse It’s controversial to the GOP because no ethics benefits them and their rich cronies, esp. to give their dying minority party undue influence in government.","@SenWhitehouse It’s controversial to the GOP because no ethics benefits them and their rich cronies, esp. to give their dying minority party undue influence in government.",2024-06-12,reply,en,3,0,0,False,False,SenWhitehouse,[],[],"""{'id': 1599290425, 'id_str': '1599290425', 'url': 'https://twitter.com/Dom', 'username': 'Dom', 'rawDescription': 'Mountain/road biker, dog lover, word nerd, social/psych wonk. Resister who gleefully blocks douchebags. #TheResistance, #StrongerTogether, #FBR\ud83c\uddfa\ud83c\uddf8\ud83c\uddfa\ud83c\udde6', 'created': datetime.datetime(2013, 7, 16, 21, 0, 59, tzinfo=datetime.timezone.utc), 'followersCount': 6271, 'friendsCount': 6450, 'statusesCount': 52150, 'favouritesCount': 145544, 'listedCount': 10, 'mediaCount': 8047, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1815110124412817409/ohwXaaCx_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/nhmtnbkr1/status/1801039675819241604,,2026-02-15 17:25:41.192625
148,1801039479022489988,@MAGA_Montgomery They told us that we could see who likes our tweets but I can't access it!,@MAGA_Montgomery They told us that we could see who likes our tweets but I can't access it!,2024-06-12,reply,en,2,0,1,False,False,MAGA_Montgomery,[],[],"""{'id': 1029096279685648385, 'id_str': '1029096279685648385', 'url': 'https://twitter.com/Ultra MAGA Joyce Day', 'username': 'Ultra MAGA Joyce Day', 'rawDescription': 'America Belongs to God! Voting for the man who took a bullet for democracy! Quoted by Newsmax and Gateway Pundit! Author of Refining Fire.', 'created': datetime.datetime(2018, 8, 13, 20, 4, 7, tzinfo=datetime.timezone.utc), 'followersCount': 142314, 'friendsCount': 58457, 'statusesCount': 341281, 'favouritesCount': 611595, 'listedCount': 130, 'mediaCount': 33294, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1643714519003217922/7RqzmY31_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/Daytobehappy/status/1801039479022489988,,2026-02-15 17:25:41.192625
149,1801039815166574841,"""911 #2"": IF/WHEN IT HAPPENS, WHO IS SOLELY RESPONSIBLE? BIDEN, NO! IT IS THE BIDEN VOTERS, THE DEMOCRATIC MEMBERS OF THE HOUSE AND SENATE AND...AND OF COURSE JOE BIDEN HIMSELF. HOW MANY MAY DIE IN A 2ND 911? 1K, 2K, OR 5K? WE HAVE 10-15 MILLION ILLEGALS, 19 TERRORISTS DID THIS. https://t.co/gNeCFjRsaD","""911 #2"": IF/WHEN IT HAPPENS, WHO IS SOLELY RESPONSIBLE? BIDEN, NO! IT IS THE BIDEN VOTERS, THE DEMOCRATIC MEMBERS OF THE HOUSE AND SENATE AND...AND OF COURSE JOE BIDEN HIMSELF. HOW MANY MAY DIE IN A 2ND 911? 1K, 2K, OR 5K? WE HAVE 10-15 MILLION ILLEGALS, 19 TERRORISTS DID THIS. https://t.co/gNeCFjRsaD",2024-06-12,reply,en,0,0,0,False,False,,[],[],"""{'id': 1519034145887993857, 'id_str': '1519034145887993857', 'url': 'https://twitter.com/DCZNMT74', 'username': 'DCZNMT74', 'rawDescription': 'Retired', 'created': datetime.datetime(2022, 4, 26, 19, 23, 27, tzinfo=datetime.timezone.utc), 'followersCount': 92, 'friendsCount': 76, 'statusesCount': 2403, 'favouritesCount': 1583, 'listedCount': 0, 'mediaCount': 1434, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1552817249140019203/s2FwBsOz_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/2024SWEEP/status/1801039815166574841,,2026-02-15 17:25:41.192625
150,1801041513167638612,"@clif_high Clone?  Just looks like someone in a Biden MASK again.  WAKE UP PEOPLE!  How'd ya pass Kindergarten, 1st &amp; 2nd grades? They used to do this kind of basic testing.","@clif_high Clone?  Just looks like someone in a Biden MASK again.  WAKE UP PEOPLE!  How'd ya pass Kindergarten, 1st &amp; 2nd grades? They used to do this kind of basic testing.",2024-06-12,reply,en,0,0,0,False,False,clif_high,[],[],"""{'id': 1701027278015381504, 'id_str': '1701027278015381504', 'url': 'https://twitter.com/Karen Tracy', 'username': 'Karen Tracy', 'rawDescription': '', 'created': datetime.datetime(2023, 9, 11, 0, 19, 16, tzinfo=datetime.timezone.utc), 'followersCount': 28, 'friendsCount': 98, 'statusesCount': 1757, 'favouritesCount': 1919, 'listedCount': 0, 'mediaCount': 72, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1701027596606324736/88VJath2_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/KarenTracy50992/status/1801041513167638612,,2026-02-15 17:25:41.192625
151,1801039982317969754,@BladeRocco It is an absurd and pathetic measure. 🙃🤦🏻‍♂️,@BladeRocco It is an absurd and pathetic measure. 🙃🤦🏻‍♂️,2024-06-12,reply,en,0,0,0,False,False,BladeRocco,[],[],"""{'id': 1603635701282660353, 'id_str': '1603635701282660353', 'url': 'https://twitter.com/\ud83c\udf10\ud83d\udc08 MartinSeitour \ud83c\udde6\ud83c\uddf7\ud83d\uddfd\ud83c\uddea\ud83c\uddf8\ud83d\udc9a MAGA \ud83c\uddfa\ud83c\uddf8\u2764\ud83d\udc99', 'username': '\ud83c\udf10\ud83d\udc08 MartinSeitour \ud83c\udde6\ud83c\uddf7\ud83d\uddfd\ud83c\uddea\ud83c\uddf8\ud83d\udc9a MAGA \ud83c\uddfa\ud83c\uddf8\u2764\ud83d\udc99', 'rawDescription': 'Dios \u271d y Familia \ud83d\udc68\\u200d\ud83d\udc69\\u200d\ud83d\udc67\\u200d\ud83d\udc66 Patriota \ud83d\uddfd\u2764 Anti-Comunista \ud83d\udd3b\ud83d\udeab Anti-Globalista \ud83c\udf10\ud83d\udeab Anti-Sionista \u2721\ud83d\udeab Anti-Vacunas \ud83d\udc89\ud83d\udeab Block a borregos \ud83d\udc11\u26d4 no DM \ud83d\udeab #ProVida \ud83d\udc99', 'created': datetime.datetime(2022, 12, 16, 6, 19, 15, tzinfo=datetime.timezone.utc), 'followersCount': 5436, 'friendsCount': 7493, 'statusesCount': 224994, 'favouritesCount': 245213, 'listedCount': 4, 'mediaCount': 5848, 'location': 'Argentina \ud83c\udde6\ud83c\uddf7', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1603635851212296199/HxVk8Ocz_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/MartinSr2477/status/1801039982317969754,,2026-02-15 17:25:41.192625
152,1801038920525725772,@wilderpatriot Biden voter. Boring.,@wilderpatriot Biden voter. Boring.,2024-06-12,reply,en,0,0,0,False,False,wilderpatriot,[],[],"""{'id': 1733241603911782400, 'id_str': '1733241603911782400', 'url': 'https://twitter.com/Brad Coen', 'username': 'Brad Coen', 'rawDescription': \""I'm a poem, a stink, a grating noise, a quality of light.\"", 'created': datetime.datetime(2023, 12, 8, 21, 46, 38, tzinfo=datetime.timezone.utc), 'followersCount': 29, 'friendsCount': 66, 'statusesCount': 6319, 'favouritesCount': 7020, 'listedCount': 1, 'mediaCount': 161, 'location': 'Fresno, CA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1737873350171705344/TPCgeT2K_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/brad_coen/status/1801038920525725772,,2026-02-15 17:25:41.192625
153,1801040814048448588,"@harryjsisson Biden is in the process of destroying our country and he is causing hardship on our citizens.  Inflation is out of control.  Crime is out of control.  We are so very close to a world war.  
  But let’s just keep the Trump derangement going.","@harryjsisson Biden is in the process of destroying our country and he is causing hardship on our citizens.  Inflation is out of control.  Crime is out of control.  We are so very close to a world war.  
  But let’s just keep the Trump derangement going.",2024-06-12,reply,en,0,0,0,False,False,harryjsisson,[],[],"""{'id': 1656092209203011585, 'id_str': '1656092209203011585', 'url': 'https://twitter.com/Craig Weinburger', 'username': 'Craig Weinburger', 'rawDescription': '', 'created': datetime.datetime(2023, 5, 10, 0, 22, 52, tzinfo=datetime.timezone.utc), 'followersCount': 1273, 'friendsCount': 107, 'statusesCount': 1211, 'favouritesCount': 631, 'listedCount': 0, 'mediaCount': 14, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1656093021920714753/66bf7LW9_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/crager488/status/1801040814048448588,,2026-02-15 17:25:41.192625
154,1801039674284122595,@CaptCoronado Will Biden ignore this like the balloons?,@CaptCoronado Will Biden ignore this like the balloons?,2024-06-12,reply,en,0,0,0,False,False,CaptCoronado,[],[],"""{'id': 1577817911921905665, 'id_str': '1577817911921905665', 'url': 'https://twitter.com/David Mclennon', 'username': 'David Mclennon', 'rawDescription': '', 'created': datetime.datetime(2022, 10, 6, 0, 28, 17, tzinfo=datetime.timezone.utc), 'followersCount': 429, 'friendsCount': 81, 'statusesCount': 16596, 'favouritesCount': 1587, 'listedCount': 2, 'mediaCount': 497, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1600634966777671680/I3nkD0fA_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/MclennonDavid/status/1801039674284122595,,2026-02-15 17:25:41.192625
155,1801041437682733354,Anyone agree that Biden is a doddering old fool now instead of a corrupt politician a few years ago.,Anyone agree that Biden is a doddering old fool now instead of a corrupt politician a few years ago.,2024-06-12,reply,en,1,0,0,False,False,,[],[],"""{'id': 28632835, 'id_str': '28632835', 'url': 'https://twitter.com/Chief Tain', 'username': 'Chief Tain', 'rawDescription': 'Retired physician (Urologist).', 'created': datetime.datetime(2009, 4, 3, 19, 27, 33, tzinfo=datetime.timezone.utc), 'followersCount': 50, 'friendsCount': 84, 'statusesCount': 8727, 'favouritesCount': 1257, 'listedCount': 0, 'mediaCount': 47, 'location': 'Florida', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/703345312732151809/FGpiSH8o_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/raypal45/status/1801041437682733354,,2026-02-15 17:25:41.192625
156,1801039952815202421,"@ThatMattOBrien @k8007nyc Using that same flawed logic of yours … if you’re republican and understand core conservative policies (pro life, supporting Allies such as Israel, Ukraine and etc) why would you vote for a dem in  the election","@ThatMattOBrien @k8007nyc Using that same flawed logic of yours … if you’re republican and understand core conservative policies (pro life, supporting Allies such as Israel, Ukraine and etc) why would you vote for a dem in  the election",2024-06-12,reply,en,0,0,0,False,False,ThatMattOBrien,[],[],"""{'id': 1062295566, 'id_str': '1062295566', 'url': 'https://twitter.com/Dune82 \ud83d\udcab', 'username': 'Dune82 \ud83d\udcab', 'rawDescription': '@NikkiHaley 2028, Country Music lover, Global Traveller, Life Sojourner, Pilgrim, Conservation Keeper, Believer\u271d\ufe0f', 'created': datetime.datetime(2013, 1, 5, 6, 20, 9, tzinfo=datetime.timezone.utc), 'followersCount': 1697, 'friendsCount': 1840, 'statusesCount': 47895, 'favouritesCount': 49985, 'listedCount': 148, 'mediaCount': 1628, 'location': 'MusicLand', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1268121123515846657/w2hq9-zW_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/DCoon82/status/1801039952815202421,,2026-02-15 17:25:41.192625
157,1801041599452844061,"@Ca30199057Chris @kasie Nonsense, Maga Canman. It is guys like Trump who kept pushing this negative nonsense. Too many suckers bought it. Kassie nailed it. Name one country you prefer to the USA. Then move there.","@Ca30199057Chris @kasie Nonsense, Maga Canman. It is guys like Trump who kept pushing this negative nonsense. Too many suckers bought it. Kassie nailed it. Name one country you prefer to the USA. Then move there.",2024-06-12,reply,en,0,0,1,False,False,Ca30199057Chris,[],[],"""{'id': 1183950296139075585, 'id_str': '1183950296139075585', 'url': 'https://twitter.com/Dave Wright', 'username': 'Dave Wright', 'rawDescription': 'Writer, public address announcer, proud Detroiter', 'created': datetime.datetime(2019, 10, 15, 3, 38, 59, tzinfo=datetime.timezone.utc), 'followersCount': 201, 'friendsCount': 297, 'statusesCount': 1801, 'favouritesCount': 2143, 'listedCount': 3, 'mediaCount': 24, 'location': 'Roseville, MN', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/DaveWright53/status/1801041599452844061,,2026-02-15 17:25:41.192625
158,1801039119726088406,"@TheThe1776 @MAGA__Patriot You get what you vote for. A state that never had slaves,  pay people who never were slaves, paid for by people who never owned slaves....ps the state is 40+ Billion in the red.","@TheThe1776 @MAGA__Patriot You get what you vote for. A state that never had slaves,  pay people who never were slaves, paid for by people who never owned slaves....ps the state is 40+ Billion in the red.",2024-06-12,reply,en,13,2,1,False,False,TheThe1776,[],[],"""{'id': 1606063396910075904, 'id_str': '1606063396910075904', 'url': 'https://twitter.com/Matt Amiot', 'username': 'Matt Amiot', 'rawDescription': \""Trump 2024\\nMAGA is our destiny\\nHappily Married\\nNo DM's\"", 'created': datetime.datetime(2022, 12, 22, 23, 6, 13, tzinfo=datetime.timezone.utc), 'followersCount': 1806, 'friendsCount': 3586, 'statusesCount': 23232, 'favouritesCount': 13740, 'listedCount': 0, 'mediaCount': 1, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1606063590321987584/gKXRECh1_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/noturbz77/status/1801039119726088406,,2026-02-15 17:25:41.192625
159,1801040182755414142,@harryjsisson I totally disagree.  I think you are talking about Biden and crew,@harryjsisson I totally disagree.  I think you are talking about Biden and crew,2024-06-12,reply,en,0,0,0,False,False,harryjsisson,[],[],"""{'id': 1480708296600215552, 'id_str': '1480708296600215552', 'url': 'https://twitter.com/Debra Ayres', 'username': 'Debra Ayres', 'rawDescription': '', 'created': datetime.datetime(2022, 1, 11, 1, 9, 27, tzinfo=datetime.timezone.utc), 'followersCount': 43, 'friendsCount': 80, 'statusesCount': 401, 'favouritesCount': 7706, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/DebraAyres6/status/1801040182755414142,,2026-02-15 17:25:41.192625
160,1801039101384159251,"@Acyn Biden cant win
He is not fit mentally or physically 
Proof? https://t.co/epWw6IGNYg","@Acyn Biden cant win
He is not fit mentally or physically 
Proof? https://t.co/epWw6IGNYg",2024-06-12,reply,en,0,0,0,False,False,Acyn,[],[],"""{'id': 1787611216132583425, 'id_str': '1787611216132583425', 'url': 'https://twitter.com/BRIBEnomics', 'username': 'BRIBEnomics', 'rawDescription': '', 'created': datetime.datetime(2024, 5, 6, 22, 32, 14, tzinfo=datetime.timezone.utc), 'followersCount': 19, 'friendsCount': 63, 'statusesCount': 2843, 'favouritesCount': 1265, 'listedCount': 0, 'mediaCount': 1048, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1787611659990654977/otV5Pjcw_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/EnomicsBri21631/status/1801039101384159251,,2026-02-15 17:25:41.192625
161,1801040104560951658,@joe_jo4 @Johnson4Dallas True. Those are GOP requirements.,@joe_jo4 @Johnson4Dallas True. Those are GOP requirements.,2024-06-12,reply,en,2,0,0,False,False,joe_jo4,[],[],"""{'id': 1037366269354434560, 'id_str': '1037366269354434560', 'url': 'https://twitter.com/Leon Muskrat', 'username': 'Leon Muskrat', 'rawDescription': 'Dad of Jason, Stepdad of Brinnon, Joshua, and Evan, Poppa of Mila and Lilly. Widower, OU fan, and woke af.', 'created': datetime.datetime(2018, 9, 5, 15, 46, 6, tzinfo=datetime.timezone.utc), 'followersCount': 1635, 'friendsCount': 653, 'statusesCount': 8193, 'favouritesCount': 383675, 'listedCount': 1, 'mediaCount': 190, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1784165366148534272/r3VbZh3z_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/TerryLRussell3/status/1801040104560951658,,2026-02-15 17:25:41.192625
