row_id,text,hashtags,post_type,like_count,date
369,"If Donald Trump wins the US presidential election over Kamala Harris. 

I will share 5grams each to all followers who 
- likes and retweet 
-comment ‘MAGA 🇺🇸. https://t.co/CTixStsETu",[],tweet,1301,2024-11-05
370,"Joe Biden’s name wasn’t on the ballot, but history will likely remember Kamala Harris’ resounding defeat as his loss too.  https://t.co/DHjBf2IDvo | @onenewsph https://t.co/LcYoceoJFi",[],tweet,4,2024-11-08
371,"If you Voted for Donald Trump 

Drop a 🇺🇸 &amp; share",[],tweet,184,2024-11-08
372,"Dear MAGA,
Now I know that facts, especially them ones in writing like in this here magazine, are about as useful to you as mouthwash, a history book, and a non-rapist president, but it doesn’t make them any less true.
Pregnant.
Women.
Are.
Dying.
Because.
Of.
Abortion.
Bans.
Ask",[],tweet,2635,2024-11-09
373,It’s wild how misinformed MAGA Republicans are about basic issues. Fox News rots brains. 🙄 https://t.co/RWGjJTsIq0,[],tweet,21,2024-11-03
374,"Harrison Ford here claims Kamala Harris is going to protect our ability to freely disagree with each other, which is remarkable considering the Biden-Harris administration demanded tech companies censor people who disagreed either them about Covid policy 
 https://t.co/hik8oYOThL",[],tweet,7933,2024-11-02
375,"Remind your MAGA family members that the vast, vast majority of recent inflation is due to corporate greed, not Joe Biden – and certainly not Kamala Harris. The economy is Booming.",[],tweet,111,2024-11-05
376,"🚂 FRIDAY AFTERNOON TRAIN 🚃

🔥 LET'S GROW TOGETHER 🔥 

💥 DROP YOUR HANDLES 💥 

💫 CONNECT WITH OTHER PATRIOTS 💫

MAGA &amp; MAHA SAVED AMERICA https://t.co/IH8HzTx1xu",[],tweet,315,2024-11-08
377,@POTUS We're turning the page on your administration! Trump2024 https://t.co/D3E3yhPTna,[],reply,772,2024-11-02
378,"Donald Trump has promised to ban gender-affirming care for minors in all 50 states, saying that the US government will only recognize male and female as genders.",[],tweet,32857,2024-11-09
379,Donald Trump in elections vs women candidates https://t.co/kRRjd4eSgg,[],tweet,36302,2024-11-06
380,"Russians just poured a swarm of drones equipped with thermobaric warheads onto the people of Odesa while fucking Biden forbids Ukraine from striking the positions from where they ste launched.

It's insane. https://t.co/5nyCT4SHPI",[],tweet,5722,2024-11-07
381,1 more day to MAGA https://t.co/oj0xReXBAv,[],tweet,15499,2024-11-04
382,The most important tweet of all time. https://t.co/qa6gpNrkyX,[],tweet,135440,2024-11-01
383,"If Donald Trump gets elected as president, I'll send someone that interacts $20k",[],tweet,7475,2024-11-05
384,Donald Trump when it’s time to prevent a woman from becoming president https://t.co/bxWTwBGXG7,[],tweet,66904,2024-11-06
385,Go vote! MAGA! Make America Saved Again. https://t.co/KQDJCwIYBU,[],tweet,27221,2024-11-03
386,"Democratic governance beats the crap out of republican, libertarian, tea party and maga rule. Don't forget that! Big ""D"".",[],quote,0,2024-10-31
387,Donald Trump will be the 47th President of the United States of America 🇺🇸 https://t.co/yWSiEalyq0,[],tweet,29073,2024-11-06
388,"BREAKING: Minnesota Somali leaders announce full support for Donald Trump in his bid for the presidency.

“We’re gathered here today with community leaders, business leaders, and youth leaders from the Somali and Muslim communities in Minnesota to fully support and endorse https://t.co/JJgrBG4n3V",[],tweet,3866,2024-11-02
389,"HAPPENING NOW 🚨 Donald Trump dropped the 🎤 and said he will NOT be hiring Nikki Haley or Mike Pompeo 🔥  

THIS IS A MASSIVE WIN FOR AMERICA 🇺🇸

THIS IS A HUGE LOSS FOR RINO’S 👏 https://t.co/YX6m8KqluP",[],tweet,5445,2024-11-09
390,I'll say it. 81 million people didn't vote for Joe Biden. And everyone knows it.,[],tweet,2030,2024-11-08
391,House Republican who voted to oust Trump over Jan. 6 beats MAGA-endorsed opponent: report https://t.co/x83qqzTNHG,[],tweet,320,2024-11-08
392,Drop a ❤️ if you've been a Donald Trump supporter since the very beginning. https://t.co/HWwQN0PeTW,[],tweet,33227,2024-11-05
393,"Joe Biden's morning

https://t.co/pkdJsgOi5x",[],tweet,865,2024-11-06
394,"I was assaulted by MAGA outside of Madison Square Garden for singing Bob Marley. ""Is this Woke?"" He punched my Megaphone and called me a slur. This is the hateful divided America Trump Wants! But Progression will prevail!🌈

RT so Elon has to pay me TWITTER AD revenue money! 💙🌊 https://t.co/OIwcdmuUmP",[],tweet,10871,2024-11-04
395,Future MAGA 2027 https://t.co/L8nw2FyIFC,[],tweet,23319,2024-11-07
396,"After falling out with the Biden administration, Elon Musk threw his weight behind Donald Trump’s re-election. Revisit @khalafroula's 2022 lunch with the billionaire: https://t.co/3MAcwfsuzc",[],tweet,1,2024-11-08
397,Reactions from around the globe are pouring in after President-elect Donald Trump's decisive victory. Here's what world leaders are saying. https://t.co/Qf441k11qx,[],tweet,634,2024-11-08
398,"Cardi B: Donald Trump is a hustler who is trying to hustle women out of their rights and hustle Americans out of their money. But he’s selling more than watches and sneakers. He’s selling bigotry, misogyny, division, chaos, and confusion. https://t.co/RA6KF7IR7N",[],tweet,62647,2024-11-02
399,Realizing Donald Trump’s face will show up twice in textbooks and on posters like this https://t.co/MUV51k3dvf,[],tweet,51,2024-11-08
400,"MAGA Patriots under 47k drop your handles! 

Let's grow together! 🇺🇸

https://t.co/J1FtdCe8Ot",[],tweet,468,2024-11-08
401,Joe Biden is the happiest man in America today https://t.co/t9WMadg4dg,[],tweet,72164,2024-11-07
402,"donald trump (ft. elon musk) fatspo

(🧵).｡.:*☆

with commentary",[],tweet,32454,2024-11-08
403,"Biden's policies are Kamala’s policies. 
Kamala already said she wouldn't change a thing. 

Remember if you want to send your sons, daughters or any member of your family to war — vote for Kamala

Vote Trump if you want a brighter, safer and securer future. https://t.co/aK3Ei4UiM5",[],tweet,0,2024-11-03
404,"To celebrate Donald Trump’s election, i will send $25,000 to 2 people who interacts &amp; follow me.

You have 24 hours.",[],tweet,536,2024-11-06
405,"WOW. Colt Gill, Interim Superintendent for @4Jschools sent a hyper-politicized letter to staff saying how people's anxiety over Donald Trump being elected ""is not unfounded.""

Colt Gill then claims that Donald Trump wants to deport LEGAL immigrants and that he ""targets"" and https://t.co/mBh1IqyDBD",[],tweet,7974,2024-11-08
406,"Donald Trump is poised to enhance his religious liberty record. To do that he needs to lock in a religious-friendly Supreme Court for decades to come.
https://t.co/Ys9WSLp4Aq https://t.co/Q2fKmljwI4",[],tweet,8,2024-11-08
407,FUCK DONALD TRUMP. https://t.co/M0zOqQVQq2,[],tweet,21572,2024-11-10
408,The conservative majority that overturned Roe vs. Wade gives women MORE rights. By refusing to hallucinate words into the Constitution — that gives us as women democratic power. Don't let the Left bamboozle you. https://t.co/oTfCgixdMX,[],tweet,392,2024-11-02
409,"Donald Trump WON TEXAS! 🙌 

DROP A ❤️ if you love our president! https://t.co/rxCD9NrjCX",[],tweet,1245,2024-11-06
410,MAGA goes INSANE for RFK Jr. as he enters the stage ⚡️ https://t.co/Jnq938gSlG,[],tweet,12906,2024-11-01
411,Congrats! Now you're bald and Donald Trump is still the 47th president of the United States.,[],quote,195236,2024-11-09
412,"WE STAND WITH DONALD TRUMP

VOTE FOR TRUMP!",[],tweet,920,2024-11-05
413,I didn’t watch the Joe Biden speech from earlier today. Just watched it on Lawrence show. There’s nothing with that man. They pushed the man out for no damn reason. Now the people who pushed him out have to live with what they did.,[],tweet,561,2024-11-08
414,MAGA 6 months from now 👇👇 https://t.co/BDsPCtds5j,[],tweet,5735,2024-11-09
415,Did Joe Biden vote for Trump?,[],tweet,9,2024-11-08
416,"Donald Trump has just won the election! As promised, I’m giving $1,500 to 15 people who interact with this post and follow me.",[],tweet,436,2024-11-06
417,Biden denied ice cream request after threatening to take comic Tony Hinchcliffe who mocked Puerto Rico ‘for a swim’ https://t.co/D4VYGGKM2u,[],tweet,0,2024-10-31
418,"Harrison Ford here claims Kamala Harris is going to protect our ability to freely disagree with each other, which is remarkable considering the Biden-Harris administration demanded tech companies censor people who disagreed either them about Covid policy 
 https://t.co/hik8oYOThL",[],tweet,7932,2024-11-02
419,"CNN EXIT POLL: 74% of voters say inflation has caused them moderate or severe hardship.   

Another GREAT sign.

https://t.co/xcHJGmzzfR",[],tweet,1113,2024-11-05
420,"HAPPENING NOW 🚨 Donald Trump dropped the 🎤 and said he will NOT be hiring Nikki Haley or Mike Pompeo 🔥  

THIS IS A MASSIVE WIN FOR AMERICA 🇺🇸

THIS IS A HUGE LOSS FOR RINO’S 👏 https://t.co/YX6m8KqluP",[],tweet,5448,2024-11-09
421,"The Israeli media is celebrating Trump's victory.
Israel absolutely loves Donald Trump.  https://t.co/Yvgk6Lja4y",[],tweet,38270,2024-11-06
422,"Members of marginalized communities that embraced MAGA are now ""finding out"" https://t.co/zTg7HadrPZ",[],tweet,25115,2024-11-09
423,Made a few friends at the polls. https://t.co/uYw5Huykdt,[],tweet,36948,2024-11-02
424,"“You can’t love your country, only when you win. You can’t love your neighbor only when you agree” Joe Biden for Trump 😏",[],tweet,4,2024-11-08
425,Trump got all the credit for Obama’s economy. Just for America to turn around &amp; blame Biden for Trump’s economy.,[],tweet,240162,2024-11-07
426,Donald Trump on Sobriety: https://t.co/mB4lro2qfD,[],tweet,2025,2024-11-05
427,"🚨EMOTIONAL: MAGA Patriots belt out the hymn ‘How Great Thou Art’, praising God for Trump’s victory.

“Many are the plans in a man’s heart, but it is the Lord’s purpose that prevails.”

-Proverbs 19:21 

https://t.co/31x8PSLEsc",[],tweet,11954,2024-11-06
428,"BREAKING NEWS

Donald Trump: “This is the greatest political movement in history.”

 https://t.co/geqthjHcyE",[],tweet,2406,2024-11-06
429,"ELECTION BREAKING 🚨 Arizona’s results are in and Trump… wow… is doing great 

🔴 DONALD TRUMP: 49.7%🔥 

🔵 KAMALA HARRIS: 49.5%

🟡 OTHER: 0.8%

Approximately 50% reporting

I WANT TO WIN EVERY SWING STATE 🇺🇸",[],tweet,1452,2024-11-06
430,"President Biden is still our President. 
Go ahead, Magats, Fuck around and find out.",[],tweet,1640,2024-11-05
431,"I'm a straight white conservative christian girl from Canada. 

And I approve of Donald J Trump being the 47th president of the USA. https://t.co/do3j8LSCP9",[],tweet,42244,2024-11-07
432,Who thinks President Biden should call for a vote recount?,[],tweet,19249,2024-11-07
433,"Dear L0SER Liberals,

It is President Elect Donald Trump, show some respect to your future President 

Sincerely,
MAGA FVCKING PATRIOTS WHO WON",[],tweet,2951,2024-11-06
434,I’m Voting For Donald Trump…🙏🏾♥️🇺🇸 https://t.co/mYUoVYZWlm,[],tweet,23281,2024-11-05
435,"🚨 Republican Rep. Wesley Hunt has the bravery to ask the most important question of the 2024 election:

'Where did Joe Biden's 20 Million votes go!?

You're telling me 20 million people just evaporated? Where did they go? Biden more popular than Obama? No, I don't buy that..."" https://t.co/iXd74fttXh",[],tweet,94252,2024-11-08
436,"‘These lefties are whingeing, crying into their cornflakes, but he’s got great affection for this country…’

Reform UK’s @LeeAndersonMP_ reacts to Donald Trump's election victory, and what it means for Britain.

🔒 Become a GB News Member: https://t.co/mNsRsGC8ef https://t.co/JH6BhVkIaI",[],tweet,2462,2024-11-08
437,"The choice is very simple 
Kamala Harris is the right choice 
for the US, and in a larger sense, 
the world, as she stands for democratic 
principles and the rule of law. A vote 
for her opponent, Donald Trump, 
is a vote against democracy 
and for authoritarianism.",[],reply,84,2024-11-02
438,"I’m concerned about domestic violence rates once Trump loses Tuesday. The U.S. President is one of the few jobs a woman hasn’t held and many won’t be happy to see a woman in that role. Even though MAGA women may not be concerned for the safety of others, I’m worried for them.",[],tweet,7,2024-11-03
439,"Joe Biden wearing a Trump 2024 cap, Jill wearing a bright RED outfit on Election Day…

There’s not a doubt in my mind that they both voted for TRUMP‼️ https://t.co/hQdFM4vUl8",[],tweet,448,2024-11-08
440,"Charlamagne reacts to the fact that Donald Trump got 33% of the vote of people of color. 🤣

 https://t.co/XtKSs2FOdp",[],tweet,5725,2024-11-10
441,"🇺🇸 TRUMP'S SECRET WEAPON: BIG MACS AND ABSOLUTELY NO WATER

Dana White and Tucker: 

""The man's running on McDonald's, Diet Coke, and pure MAGA energy at 78.""

Source: @TuckerCarlson @danawhite https://t.co/zj94bKnfsv",[],tweet,2163,2024-11-08
442,"""YOUR MONEY IS BEING WASTED"": Elon Musk gets a big cheer at Trump's rally in Madison Square Garden, where fans shouted Elon! Elon! Elon! . Elon explained how the ex-president aims to improve the economy and help Americans save trillions of dollars!! Vote 🗳️🔥 Donald Trump! https://t.co/pv641hmjWs",[],tweet,141,2024-11-03
443,"Donald Trump just announced the most expansive first amendment protections from the presidency that I’ve ever heard. Please listen to this, phenomenal plans here. Government shouldn’t be colluding or pressuring big tech companies to censor. Huge: https://t.co/ArgYRxV2WQ",[],tweet,16843,2024-11-08
444,"Donald Trump isn’t running against Kamala Harris he beat her. He’s running against Election fraud

AM I WRONG ?",[],tweet,3820,2024-11-03
445,Donald Trump has done more for the economy and world peace in the last 2 days than Joe and Ramrod did in almost 4 years,[],tweet,8,2024-11-08
446,"HOLY SH*T 🚨 Trump leads by 1.2% in heavily Puerto Rican Populated Osceola County. Biden beat Trump by 14 points

TRUMP IS CRUSHING KAMALA HARRIS

THIS IS WITH 91% of the Vote in

PUERTO RICANS LOVE TRUMP",[],tweet,2341,2024-11-06
447,"The lunatic left wants Joe Biden to pack the Supreme Court with Kamala...

LOL!  He isn't giving her anything on the way out. https://t.co/UXSu6a2oFL",[],tweet,1486,2024-11-08
448,"MAGA echo chambers never tell them the facts. 

Check out what happens when a Democrat explains to them how undocumented workers pay into Social Security. 

This is how we win. 

 https://t.co/1Y6JOGrVuq",[],tweet,7293,2024-11-03
449,Donald Trump showing up to the Middle East after a 4 year absence https://t.co/GaVdHNGq84,[],quote,83158,2024-11-08
450,Anyone wondering why Kemi Badenoch was allowed to win? The fight is not Labour vs Conservative. It is those who believe in global government vs those who believe in Britain. Do not misdiagnose your problem. https://t.co/38kQ8jLVYJ,[],tweet,13533,2024-11-02
451,"@VP She 👆 received not one vote. Elected official... 👀
Her version of America 👇
Remember, she never struggled and never built a thing.
Don't let her 👆 California America.
B̶i̶d̶e̶n̶ Kamala 2024
You will get more... 
More crime.
By not enforcing the laws in place.
By not https://t.co/0MkILPO9TH",[],reply,99,2024-11-03
452,"Two days out.

Donald Trump is floating having the press shot.",[],quote,246,2024-11-03
453,"“Biden 🚫🇺🇸has been terrible for technology!”
 https://t.co/iFEOg8ebmV",[],tweet,0,2024-11-02
454,"Be Honest:

Do you think Donald Trump is a Good Man?

A. Yes
B. No https://t.co/pC6vVe1Ge7",[],tweet,4577,2024-11-04
455,BREAKING: The FBI is reportedly ‘stunned’ by Donald Trump’s reelection.,[],tweet,2130,2024-11-08
456,"HOLY SH*T 🚨 Rap ICON T-Pain came out to his MASSIVE concert dressed as Donald Trump 🔥 

His Trump impersonation is the BEST 🤣 

THIS IS HOW WE WIN 🇺🇸 https://t.co/4zjDI7HIB7",[],tweet,105141,2024-11-02
457,"Here’s How Foreign Billionaires Are Reacting To Donald Trump’s Victory
https://t.co/1fVELaB7nu https://t.co/5gmVHIzKD9",[],tweet,27,2024-11-08
458,"REMEMBER, a vote for Trump is a vote against the New World Order! https://t.co/3z0yDpNrBI",[],tweet,23,2024-11-05
459,"@w_terrence Terrence keeps it real! No time for haters, just patriots and real business. Keep pushing, bro!",[],reply,496,2024-11-08
460,"Do you believe Donald Trump will win in a landslide against Kamala Harris tomorrow!? 
Reply with a🇺🇸❤! https://t.co/UmXGzAtbso",[],tweet,13811,2024-11-04
461,"PRESIDENT BIDEN SHOULD START NOW, DO WHAT EVER HE CAN POSSIBLE TO MAKE CHANGES TO FIGHT OFF THE SHIT STORM APPROACHING.",[],tweet,18,2024-11-08
462,President $TRUMP is getting more things done in a couple days than Joe Biden did his entire term.,[],quote,467,2024-11-08
463,"JUST IN: Trump says he has spoken with 70 world leaders since he won the presidency.

Biden might not have spoken to 70 world leaders during his entire presidency https://t.co/rqiMrC8KAz",[],tweet,1893,2024-11-08
464,"Be Honest:

Do you Love ❤️ Donald Trump?

Yes or No https://t.co/qqsqhHIfb5",[],tweet,4230,2024-11-10
465,"LET'S MAKE THIS A REALITY!  I BELIEVE IN YOU, I BELIEVE IN AMERICA!  WE CAN WIN THIS ELECTION! WE CAN DEFEAT DONALD TRUMP! WHO'S WITH ME?  🙋‍♂️🙋🙋‍♀️ https://t.co/duxHnHFcY2",[],tweet,800,2024-11-04
466,"Vivek Ramaswamy on how good just triumphed over evil.

(0:00) Donald Trump’s Overwhelming Victory
(7:38) Why Did Vivek Go All-In for Trump?
(20:00) What Are the Effects of Trump’s Win?
(27:04) Trump’s Government Efficiency Plan
(45:33) The Oncoming Collapse of Corporate Media https://t.co/0P3Eyk2uku",[],tweet,32900,2024-11-08
467,Meet Talwanda High School teacher Danielle Mann in Ohio. This was her reaction to the election. How do we expect kids to get a good education with people like this in the classroom? How can a conservative family think their child will be treated fairly by someone like this? https://t.co/e6bEeSK6U5,[],tweet,14447,2024-11-08
468,"MAGA, 

As of today:
- Inflation  2.1%
- Unemployment is 4%
- GDP is 3%
- Manufacturing is booming, and only getting better.

The economic boom you're about to credit to Trump was brought to you by Joe Biden. And when it crashes, that will 100% be on Trump.",[],tweet,106672,2024-11-07
469,"Releasing ALL  J6 Patriots, Biden is still holding as political prisoners 
must be a “TOP PRIORITY”.🇺🇸
   “Repost if you agree”. https://t.co/W5PO1BXPYj",[],tweet,716,2024-11-09
470,"As immigration has been touted as one of Donald Trump's priorities, sources say large-scale preparations to deport undocumented immigrants are underway https://t.co/tGhw95O9AN",[],tweet,1528,2024-11-08
471,"I am very surprised that the Democrats, who fought a hard and valiant fight in the 2020 Presidential Election, raising a record amount of money, didn’t have lots of $’s left over. Now they are being squeezed by vendors and others. Whatever we can do to help them during this",[],tweet,586298,2024-11-10
472,"""I am American woman housewife in swing state. I voting for most excellent Donald Trump because he for the womens."" https://t.co/mlDdZd4NJH",[],tweet,70209,2024-11-05
473,"I want to get a sense of what my followers think on 𝕏 

Now that Donald Trump has WON, do you think Trump should start MASS Deportations in Day 1 ? https://t.co/uwdzjZts02",[],tweet,6026,2024-11-10
474,"🚨BREAKING:

Taylor Swift said she's moving to Europe, if Donald Trump becomes President.

Do you care if she leaves the Country?

A.   YES
B.    NO https://t.co/tr9Lxvl4Jy",[],tweet,9620,2024-11-08
475,JUST IN: 🇺🇸🇸🇾 President-elect Donald Trump plans to withdraw American troops from Syria. https://t.co/dRXeWIhua1,[],tweet,61109,2024-11-08
476,Stocks hit record highs this week as investors evaluated how Donald Trump's victory might transform the business landscape in the US https://t.co/U83ht2U46n,[],tweet,96,2024-11-08
477,"Trump inherited Obama’s strong economy, promptly destroyed it, and then handed the fucking mess he made to Biden, who fixed it.

Trump voters: “It was the economy.”

I fucking can’t.",[],tweet,95109,2024-11-10
478,@AmericaPapaBear Great we will send you a lot more!,[],reply,22,2024-11-08
479,"my step dad has 5 daughters (including me) and is voting donald trump. He is a UAW worker (chrysler) he does not believe in voting for our future, &amp; he is also fully hispanic… he’s literally brainwashed &amp; praises everything trump says and does what do i say to change his mind?",[],tweet,17,2024-11-03
480,"WTF! 

A MAGA tent appears to be ILLEGALLY close to voters in line In QUAKERTOWN,PA. 

The MAGA hats inside the polling location is illegal as well!

Can we get some attention on this??

 https://t.co/a7mZqCnxsq",[],tweet,14754,2024-11-02
481,"🚨 Breaking! Listen &amp; Comment
 🚨Trump's Crusade Against the Deep State 

As President-Elect Donald Trump gears up for his second term, his commitment to dismantle the entrenched deep-state has never been clearer. Here's a moment from his speech where he outlines his resolute https://t.co/FVv2YS5DyG",[],quote,363,2024-11-08
482,Putin says he takes Donald Trump's plan to end the war with Ukraine very seriously and that Russia supports it. https://t.co/687rjaclTH,[],tweet,5218,2024-11-04
483,Voters overwhelmingly proved Donald Trump is the candidate they trust on handling illegal immigration. https://t.co/pcXOcACYxG,[],tweet,8312,2024-11-08
484,"This is a nice Delta

Who will put an end to the endless?

Moses the lawgiver was Mr Egypt and led the people out of slavery from Egypt 

Donald Trump is Mr Corporation 

He's gonna lead us out of the Corporation 

We gave the Boss a mandate

End this https://t.co/L8G2MIILta",[],tweet,307,2024-11-08
485,This election proves that the conservative media universe IS the mainstream media.,[],tweet,758,2024-11-06
486,"Do you believe Elon Musks support and Influence help Donald Trump win the Election ??

Be honest 

A. Yes 
B. No https://t.co/tM5NYfYzG2",[],tweet,1529,2024-11-06
487,"🚨 BREAKING: Donald Trump’s detailed plan to permanently dismantle the Deep State and return power to the American People.

#1 - I will immediately re-issue my 2020 Executive Order restoring the President's authority to remove rogue bureaucrats. And I will wield that power very https://t.co/sUmxyebAvO",[],tweet,3288,2024-11-08
488,"RFK JR. TO MICHIGAN: “When you go into that voting booth, you’re going to see my name on the ballot. I do not want you to Vote for me—If you wanna see me go to Washington, you better Vote for Donald Trump”

 https://t.co/oZDtgSr8mS",[],tweet,141005,2024-11-02
489,"On January 20th, we will have a peaceful transfer of power in America. https://t.co/P6xFZl0ysR",[],tweet,19798,2024-11-08
490,@TheCalvinCooli1 What more censorship? Trump was just given a mandate by America. He needs to be involved so we don't get a uni-party RINO as Senate leader!,[],reply,226,2024-11-08
491,"Yo, Trump and maga are domestic terrorists.",[],tweet,1085,2024-11-06
492,Who's up for the after party? https://t.co/2fWK7SqUjJ,[],tweet,386,2024-11-04
493,$CHIPPY is a great community and you actually get paid to eat Fish every Friday for holding 100k tokens (~300 rn)I think eventually it goes to 25 mil and that’s a  very conservative estimate.  The utility makes for strong community.  Plus Martini guy is a great and legit dev.,[],tweet,1,2024-11-03
494,"CONGRATULATIONS to Conservative Leader Jackie Wakin! ❤️⚔️🇺🇸

@TexasScorecard was thrilled to present Jackie her saber among a huge home town crowd of friends and fellow activists at @realmitchlittle’s GOTV rally tonight in Denton County.

@TrueTXProject https://t.co/0gV79prYqC",[],tweet,27,2024-11-04
495,"America shouldn’t join Biden in his decline.

Under President Donald Trump, we obliterated ISIS, kept Putin from invading his neighbors, and protected our servicemembers! https://t.co/DwHObPclhd",[],tweet,1714,2024-11-08
496,Donald Trump is a threat to America and the whole world.,[],tweet,616,2024-11-04
497,"Kodak Black’s lawyer says rappers who have supported Donald Trump, like Kodak &amp; Waka Flocka, are getting their events canceled. 😳 https://t.co/6XEhZUlBpg",[],tweet,1040,2024-11-08
498,"NEWS UPDATE 

Kenya's President William Ruto calls the U.S President-elect Donald Trump to congratulate him https://t.co/rbRUKYs9KL",[],tweet,375,2024-11-08
499,"'THANK YOU LORD!': An 8-year-old boy with a rare brain disorder, who was surprised to meet Donald Trump on the campaign trail, has a heartwarming message for the president-elect after learning he won the election. https://t.co/CB0HyKCiS3",[],tweet,5515,2024-11-08
500,Donald Trump WON. https://t.co/xOsBQDwvVl,[],tweet,4480,2024-11-06
