row_id,tweet_id,date,post_type,language,like_count,retweet_count,reply_count,text,raw_content,hashtags,retweeted_tweet,quoted_tweet,url,user,dataset_split,sampling_strategy,sampled_at
11,1801014780318118346,2024-06-12,retweet,en,121,70,15,"Donald Trump admits he still has a gun, despite felony convictions - It is a violation of federal law for someone convicted of felonies to possess a firearm. https://t.co/1S4wVcLcXn

,","Donald Trump admits he still has a gun, despite felony convictions - It is a violation of federal law for someone convicted of felonies to possess a firearm. https://t.co/1S4wVcLcXn

,",[],False,False,https://twitter.com/essenviews/status/1801014780318118346,"""{'id': 2998864022, 'id_str': '2998864022', 'url': 'https://twitter.com/EssenViews', 'username': 'EssenViews', 'rawDescription': 'I helped defeat Trump.\\nhttps://t.co/nVUcF9XjFr', 'created': datetime.datetime(2015, 1, 28, 1, 42, 25, tzinfo=datetime.timezone.utc), 'followersCount': 165123, 'friendsCount': 84189, 'statusesCount': 112719, 'favouritesCount': 152622, 'listedCount': 543, 'mediaCount': 3239, 'location': 'Global Watch ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1626283290184544259/KAsi0yi2_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,stratified_engagement,2026-02-15 21:02:17.120153
12,1801027506415222894,2024-06-12,retweet,en,305,78,46,"This smarmy little bastage needs to be arrested and sentenced to jail. But in the end, the @GOP will do nothing. https://t.co/8YjRVRcyNb","This smarmy little bastage needs to be arrested and sentenced to jail. But in the end, the @GOP will do nothing. https://t.co/8YjRVRcyNb",[],False,False,https://twitter.com/RickyDoggin/status/1801027506415222894,"""{'id': 1494513441234636815, 'id_str': '1494513441234636815', 'url': 'https://twitter.com/A Man Of Memes', 'username': 'A Man Of Memes', 'rawDescription': \""Patriot - Fighting Back Against Liberal Insanity One Meme At A Time - Please, NO TRAINS or DM's - Views expressed here are MY Opinions and nothing more\"", 'created': datetime.datetime(2022, 2, 18, 3, 26, 7, tzinfo=datetime.timezone.utc), 'followersCount': 257116, 'friendsCount': 32132, 'statusesCount': 346588, 'favouritesCount': 33294, 'listedCount': 139, 'mediaCount': 19251, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1553030410753388544/xWPDhxTJ_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,stratified_engagement,2026-02-15 21:02:17.120153
13,1801027331563098278,2024-06-12,retweet,en,168,24,10,"BREAKING: Donald Trump says ""We want all the remaining Bitcoin to be made in the USA""

BULLISH. 📈 https://t.co/J7z5OsngIt","BREAKING: Donald Trump says ""We want all the remaining Bitcoin to be made in the USA""

BULLISH. 📈 https://t.co/J7z5OsngIt",[],False,False,https://twitter.com/TOPDOGE007/status/1801027331563098278,"""{'id': 1365938037746720768, 'id_str': '1365938037746720768', 'url': 'https://twitter.com/\ud835\udce3 \ud835\udcde \ud835\udcdf \ud835\udcd3 \ud835\udcde \ud835\udcd6 \ud835\udcd4', 'username': '\ud835\udce3 \ud835\udcde \ud835\udcdf \ud835\udcd3 \ud835\udcde \ud835\udcd6 \ud835\udcd4', 'rawDescription': 'Digital Marketing Ninja || Social Media Wizard \ud83c\uddf2\ud83c\uddf9 DM \u2709\ufe0f Open For Business Inquiry || Promotions', 'created': datetime.datetime(2021, 2, 28, 8, 13, 22, tzinfo=datetime.timezone.utc), 'followersCount': 103195, 'friendsCount': 2857, 'statusesCount': 43217, 'favouritesCount': 129809, 'listedCount': 206, 'mediaCount': 4490, 'location': 'Malta', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1815174076773593088/g1p6Xzdl_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,stratified_engagement,2026-02-15 21:02:17.120153
14,1801036029169893595,2024-06-12,retweet,en,234,184,7,"🧵Well-placed sources tell us that Trump White House leaker and queen Trump HATER, @KMWalsh_gop, and her husband Mike Shield have been “FIRED” from the RNC and given a promotion at the Trump Super PAC! 

Walsh and Shields (like LaCavita the🐍) have made millions off hating on https://t.co/v9uoHmNDO2","🧵Well-placed sources tell us that Trump White House leaker and queen Trump HATER, @KMWalsh_gop, and her husband Mike Shield have been “FIRED” from the RNC and given a promotion at the Trump Super PAC! 

Walsh and Shields (like LaCavita the🐍) have made millions off hating on https://t.co/v9uoHmNDO2",[],False,False,https://twitter.com/TheGeorgeHQ/status/1801036029169893595,"""{'id': 1074588740239147009, 'id_str': '1074588740239147009', 'url': 'https://twitter.com/GEORGE NEWS', 'username': 'GEORGE NEWS', 'rawDescription': 'Investigative Journalism since 2014 | https://t.co/wYDU4IrIOu', 'created': datetime.datetime(2018, 12, 17, 8, 54, 55, tzinfo=datetime.timezone.utc), 'followersCount': 208261, 'friendsCount': 1234, 'statusesCount': 14536, 'favouritesCount': 41479, 'listedCount': 424, 'mediaCount': 3720, 'location': 'Washington, D.C.', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1635550384709156865/Ecp8OlQf_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,stratified_engagement,2026-02-15 21:02:17.120153
15,1801032860377161957,2024-06-12,retweet,en,461,18,152,@POTUS Who actually believes Joe Biden…?,@POTUS Who actually believes Joe Biden…?,[],False,False,https://twitter.com/GuntherEagleman/status/1801032860377161957,"""{'id': 1355721251180961792, 'id_str': '1355721251180961792', 'url': 'https://twitter.com/Gunther Eagleman\u2122', 'username': 'Gunther Eagleman\u2122', 'rawDescription': 'Political Commentator - America First - MAGA - Trump 2024 - Unfiltered', 'created': datetime.datetime(2021, 1, 31, 3, 35, 19, tzinfo=datetime.timezone.utc), 'followersCount': 909044, 'friendsCount': 99895, 'statusesCount': 155652, 'favouritesCount': 678162, 'listedCount': 2255, 'mediaCount': 12657, 'location': 'Hill Country, Texas ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1606836521784512512/Xb-_cXXi_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,stratified_engagement,2026-02-15 21:02:17.120153
16,1801017571321262290,2024-06-12,retweet,en,601,38,9,@OliLondonTV took her 8 months - she is meaningless and it is all part of trying to push Biden reelection,@OliLondonTV took her 8 months - she is meaningless and it is all part of trying to push Biden reelection,[],False,False,https://twitter.com/AdlerJoelle/status/1801017571321262290,"""{'id': 1391323933333463042, 'id_str': '1391323933333463042', 'url': 'https://twitter.com/JBA Meet me in the Middle extremes are Bad', 'username': 'JBA Meet me in the Middle extremes are Bad', 'rawDescription': 'Entrepreneur, believing in Individual Freedom, Anti-Globalism, Decentralization Technology, & passionate to support LOCAL \\n#BuyLocalByLocal', 'created': datetime.datetime(2021, 5, 9, 9, 27, 46, tzinfo=datetime.timezone.utc), 'followersCount': 7019, 'friendsCount': 4173, 'statusesCount': 57750, 'favouritesCount': 274361, 'listedCount': 84, 'mediaCount': 782, 'location': 'Canada', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1809361214658445312/1SUkOeI5_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,stratified_engagement,2026-02-15 21:02:17.120153
17,1801015048355135505,2024-06-12,retweet,en,299,97,31,"During the 2020 campaign, Joe Biden promised no less than 10 million new ""green jobs."" 

Nearly four years later, where are these green jobs? 

Promises made, promises broken. The Biden Way.","During the 2020 campaign, Joe Biden promised no less than 10 million new ""green jobs."" 

Nearly four years later, where are these green jobs? 

Promises made, promises broken. The Biden Way.",[],False,False,https://twitter.com/DanielTurnerPTF/status/1801015048355135505,"""{'id': 958192618940252160, 'id_str': '958192618940252160', 'url': 'https://twitter.com/Daniel Turner', 'username': 'Daniel Turner', 'rawDescription': 'Founder & Executive Director of @PowerTheFuture | Fighting for American energy, exposing the socialist radical green lies. Sheep & cattle farmer. Views my own.', 'created': datetime.datetime(2018, 1, 30, 4, 18, 17, tzinfo=datetime.timezone.utc), 'followersCount': 88729, 'friendsCount': 1832, 'statusesCount': 16549, 'favouritesCount': 40011, 'listedCount': 279, 'mediaCount': 1727, 'location': 'My Farm', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1699189137574604800/9aluRU8p_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,stratified_engagement,2026-02-15 21:02:17.120153
18,1801029061717774574,2024-06-12,retweet,en,1179,256,0,"Peter Dutton’s Liberals aren’t even pretending to care about future generations anymore, they just copying Donald Trump’s nasty politics:

Anti-climate
Anti -migrant
Anti-women

They really are just the Nasty Party","Peter Dutton’s Liberals aren’t even pretending to care about future generations anymore, they just copying Donald Trump’s nasty politics:

Anti-climate
Anti -migrant
Anti-women

They really are just the Nasty Party",[],False,False,https://twitter.com/sarahinthesen8/status/1801029061717774574,"""{'id': 4553061, 'id_str': '4553061', 'url': 'https://twitter.com/\ud83d\udc9a\ud83c\udf0f Sarah Hanson-Young', 'username': '\ud83d\udc9a\ud83c\udf0f Sarah Hanson-Young', 'rawDescription': 'Senator for South Australia Mum, wife, sister & aunt. Lover of koalas and homemade vegetarian pasta. Greens Party rep for Enviro/Water/Arts/Comms.', 'created': datetime.datetime(2007, 4, 14, 0, 7, 18, tzinfo=datetime.timezone.utc), 'followersCount': 184469, 'friendsCount': 2070, 'statusesCount': 13910, 'favouritesCount': 1609, 'listedCount': 1316, 'mediaCount': 1467, 'location': 'Adelaide, South Australia', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1369169442664443904/IQP9Rrit_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,stratified_engagement,2026-02-15 21:02:17.120153
19,1801036975668949283,2024-06-12,retweet,en,157,24,13,Hard to decide which is more frightening for the United States. Four more years of Zombie Biden at the helm of the world's superpower or Calamitous Kamala Harris in charge.,Hard to decide which is more frightening for the United States. Four more years of Zombie Biden at the helm of the world's superpower or Calamitous Kamala Harris in charge.,[],False,True,https://twitter.com/NileGardiner/status/1801036975668949283,"""{'id': 849880970, 'id_str': '849880970', 'url': 'https://twitter.com/Nile Gardiner', 'username': 'Nile Gardiner', 'rawDescription': 'Foreign policy analyst. Former aide to Margaret Thatcher.\\nContributor @telegraph https://t.co/nqc5ElWQaC\\nViews expressed are my own.', 'created': datetime.datetime(2012, 9, 27, 20, 7, 18, tzinfo=datetime.timezone.utc), 'followersCount': 53903, 'friendsCount': 2255, 'statusesCount': 99634, 'favouritesCount': 39389, 'listedCount': 675, 'mediaCount': 776, 'location': 'Washington, DC', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/2733485826/ea8198a6b76c267e8ef27468d31291ee_normal.jpeg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,stratified_engagement,2026-02-15 21:02:17.120153
20,1801040887956267354,2024-06-12,retweet,en,318,76,21,"Have you heard all the Democrats bitching about Hunter Biden’s guilty verdict?

Me either.","Have you heard all the Democrats bitching about Hunter Biden’s guilty verdict?

Me either.",[],False,False,https://twitter.com/mommamia1217/status/1801040887956267354,"""{'id': 271075882, 'id_str': '271075882', 'url': 'https://twitter.com/\u2764\ufe0f\ud83c\uddfa\ud83c\uddf8\ud83d\udc9b\u15f0ia\ud83d\udc9a\ud83c\uddfa\ud83c\uddf8\ud83d\udc9c', 'username': '\u2764\ufe0f\ud83c\uddfa\ud83c\uddf8\ud83d\udc9b\u15f0ia\ud83d\udc9a\ud83c\uddfa\ud83c\uddf8\ud83d\udc9c', 'rawDescription': '\ud83d\ude4b\ud83c\udffc\\u200d\u2640\ufe0f#AutismAwareness\ud83d\udc99 #Independent #Mangia\ud83c\uddee\ud83c\uddf9 #PROCHOICE #LGBTQally\ud83c\udf08 #TypoQueen\ud83d\udc78\ud83c\udffc #Healthcare #AnimalAdvocate\ud83e\udd81\ud83e\udd88 \ud83d\udeabmaga', 'created': datetime.datetime(2011, 3, 23, 20, 21, 50, tzinfo=datetime.timezone.utc), 'followersCount': 183478, 'friendsCount': 113591, 'statusesCount': 376512, 'favouritesCount': 423268, 'listedCount': 149, 'mediaCount': 20087, 'location': 'Cleveland, OH', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1736490050647392256/E4tsTRdC_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,stratified_engagement,2026-02-15 21:02:17.120153
21,1801008361833734538,2024-06-12,retweet,en,117,1,61,"How many of you *are* or *like* ""Maga Communists?""","How many of you *are* or *like* ""Maga Communists?""",[],False,False,https://twitter.com/ComradeIzzy/status/1801008361833734538,"""{'id': 1711855994563969024, 'id_str': '1711855994563969024', 'url': 'https://twitter.com/Comrade\ud83d\udd3bIzzy\ud83d\udfe5\u2b1b\ufe0f\ud83d\udfe9\u262d', 'username': 'Comrade\ud83d\udd3bIzzy\ud83d\udfe5\u2b1b\ufe0f\ud83d\udfe9\u262d', 'rawDescription': \""Comrade \u262d. Unc of Left Twitter. Voted 2nd Most Based Comrade '23\ud83c\udfc6 Alt is @YourComradeIzzy\"", 'created': datetime.datetime(2023, 10, 10, 21, 28, 7, tzinfo=datetime.timezone.utc), 'followersCount': 3701, 'friendsCount': 3178, 'statusesCount': 15216, 'favouritesCount': 49612, 'listedCount': 54, 'mediaCount': 1239, 'location': 'Arizona', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1808890305636413443/vAFz3J4l_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,stratified_engagement,2026-02-15 21:02:17.120153
